time,x
1599.0,-2.98571066998072
1600.0,-3.082835742997732
1601.0,-3.1033617706713272
1602.0,-3.105186920339599
1603.0,-3.0986056748046202
1604.0,-3.1654734657396433
1605.0,-3.127391433131824
1606.0,-3.1990065743305416
1607.0,-3.211741098212794
1608.0,-3.1337313068746497
1609.0,-3.174288881659852
1610.0,-3.2040571816178676
1611.0,-3.139807286665828
1612.0,-3.1620592899404127
1613.0,-3.179142680310043
1614.0,-3.1654726046386
1615.0,-3.1026688697006457
1616.0,-3.2328866659534894
1617.0,-3.2814763512507996
1618.0,-3.3406660954681717
1619.0,-3.40443565739242
1620.0,-3.454532477327844
1621.0,-3.5036833947876156
1622.0,-3.4852317974110565
1623.0,-3.537297668666941
1624.0,-3.5294423098633154
1625.0,-3.5050855277391073
1626.0,-3.5476751582129515
1627.0,-3.5393392923196494
1628.0,-3.441882584855202
1629.0,-3.42223847566382
1630.0,-3.4593531840114857
1631.0,-3.4626023317733163
1632.0,-3.516162463291355
1633.0,-3.4995608625256467
1634.0,-3.448014342168916
1635.0,-3.495803595596321
1636.0,-3.507557995503
1637.0,-3.4412965094342063
1638.0,-3.4700656110566994
1639.0,-3.458381314935704
1640.0,-3.518188449481816
1641.0,-3.5658988186914735
1642.0,-3.5955113431577916
1643.0,-3.4692467485120124
1644.0,-3.4922701564900067
1645.0,-3.5222702864012616
1646.0,-3.5541841019203884
1647.0,-3.5631375241990324
1648.0,-3.5246582163639935
1649.0,-3.513115394626875
1650.0,-3.3937067961287815
1651.0,-3.380783169587562
1652.0,-3.2966392631202512
1653.0,-3.280099735943572
1654.0,-3.2445756960325913
1655.0,-3.327367274913237
1656.0,-3.334134198773586
1657.0,-3.337544884742696
1658.0,-3.3510014172827614
1659.0,-3.4747250254139703
1660.0,-3.4232880988761503
1661.0,-3.4450549778688546
1662.0,-3.4697580604063574
1663.0,-3.4838971912197545
1664.0,-3.4964697317016924
1665.0,-3.472368126351762
1666.0,-3.5451575610272563
1667.0,-3.598305208360092
1668.0,-3.5809103100289024
1669.0,-3.5718928792140536
1670.0,-3.593028393108541
1671.0,-3.625548966268794
1672.0,-3.673104664123808
1673.0,-3.675845835971536
1674.0,-3.607047781098035
1675.0,-3.6675176978848985
1676.0,-3.5789418795094496
1677.0,-3.529602720131126
1678.0,-3.5551511621148397
1679.0,-3.5093325136781184
1680.0,-3.5933665207840173
1681.0,-3.6927247140192145
1682.0,-3.7665590078838336
1683.0,-3.789571788740076
1684.0,-3.80771146537367
1685.0,-3.836802248796968
1686.0,-3.8304061257347817
1687.0,-3.953024436227566
1688.0,-3.9237496038739312
1689.0,-4.0050221448728465
1690.0,-4.042491661625374
1691.0,-4.065636477778542
1692.0,-4.1316952564751475
1693.0,-4.210143592101011
1694.0,-4.267509965210696
1695.0,-4.267468790567462
1696.0,-4.232676574173872
1697.0,-4.199376809779432
1698.0,-4.256075838452259
1699.0,-4.301049934782465
1700.0,-4.353465662737088
1701.0,-4.326751455099814
1702.0,-4.443642249519325
1703.0,-4.371387000422196
1704.0,-4.398629877371356
1705.0,-4.443114703373567
1706.0,-4.422756720967382
1707.0,-4.362382304124466
1708.0,-4.341857444460278
1709.0,-4.28033491776449
1710.0,-4.271845928832183
1711.0,-4.2001223830983365
1712.0,-4.127514969092408
1713.0,-4.132552727198151
1714.0,-4.048753622772148
1715.0,-4.038550530896724
1716.0,-4.032843305639405
1717.0,-4.085355145688229
1718.0,-4.101329422393044
1719.0,-4.055734485916295
1720.0,-4.130826809919859
1721.0,-4.0926145315777
1722.0,-4.071787494457188
1723.0,-4.055066353482148
1724.0,-4.181764973342219
1725.0,-4.187010778867085
1726.0,-4.148867645814314
1727.0,-4.192207567797375
1728.0,-4.1862769955769625
1729.0,-4.32285942117345
1730.0,-4.283357476996087
1731.0,-4.320870757312826
1732.0,-4.269824231322995
1733.0,-4.3754875644726585
1734.0,-4.33477144155156
1735.0,-4.347710052033159
1736.0,-4.3003397273416395
1737.0,-4.3530504077008
1738.0,-4.388012829975928
1739.0,-4.2577946532397695
1740.0,-4.304984037502679
1741.0,-4.3450105442036415
1742.0,-4.360236179387467
1743.0,-4.418528195750967
1744.0,-4.349041736167346
1745.0,-4.248704520674192
1746.0,-4.288629731974776
1747.0,-4.387549049150514
1748.0,-4.31913479932494
1749.0,-4.254403430908522
1750.0,-4.206237569619496
1751.0,-4.138747239673488
1752.0,-4.188126261471459
1753.0,-4.197138391397347
1754.0,-4.27633244115715
1755.0,-4.357479015538294
1756.0,-4.300090137327991
1757.0,-4.338147911174112
1758.0,-4.20579512090901
1759.0,-4.200793294775996
1760.0,-4.237050058364129
1761.0,-4.190259755724706
1762.0,-4.085547445507411
1763.0,-4.056782183899731
1764.0,-4.126360533317004
1765.0,-4.10423522145479
1766.0,-4.024113357871462
1767.0,-4.0519026627198
1768.0,-4.095876176391532
1769.0,-4.036491285456995
1770.0,-4.027720153402066
