devices,nodes_simulated,protocol,seed,success_probability,mean_aoi_s,mean_semantic_distortion,energy_efficiency_bits_per_j,goodput_bits,total_tx_airtime_s,transmitted_packets
97500,12187,DR8,1,0.0005604566683964712,599.5661718061862,0.5281820289115976,0.3201658183833817,2160.0,67465.04079999926,48175
97500,12187,DR9,0,0.004481551967585487,596.4962873993935,0.5153606700758594,4.135493842818533,17520.0,42364.95244799904,48867
97500,12187,DR9,1,0.004325631931773919,596.3416760801289,0.5234562286674951,3.991613697562058,16880.0,42288.66137599871,48779
97500,12187,Semantic,0,0.08149901964411231,566.095870490194,0.4151696143238605,80.11115468896101,176240.0,21999.433248,27031
97500,12187,Semantic,1,0.0758944970979355,568.5208472872848,0.41411441575304225,74.69943737685404,165280.0,22126.003328000003,27222
115000,14375,DR8,0,7.00562201166436e-05,599.9452762443333,0.5224133266852432,0.0400202340542497,320.0,79959.55235199821,57097
115000,14375,DR8,1,0.0001225361481637083,599.9232327331804,0.5252782570976972,0.06999985613629733,560.0,80000.1644159981,57126
115000,14375,DR9,0,0.0013126575189022682,598.8982623707345,0.5264554699542461,1.2112962488025407,6000.0,49533.71238399739,57136
115000,14375,DR9,1,0.0014716187806587246,598.7818923080085,0.5196955940103959,1.3579827815026646,6720.0,49485.16351999721,57080
115000,14375,Semantic,0,0.04577453771784362,581.4252997804921,0.4150752929947999,44.99688184219032,117040.0,26010.691232,31961
115000,14375,Semantic,1,0.04547724577064736,581.4943655322022,0.41426349405199714,44.76059150952713,116560.0,26040.764000000003,32038
132500,16562,DR8,0,0.0,600.0,0.5201938845302411,0.0,0.0,92438.6593279967,66008
132500,16562,DR8,1,1.5201264745226803e-05,599.993486498168,0.5245418695671217,0.008683856651296378,80.0,92124.96614399677,65784
132500,16562,DR9,0,0.0003321757511701646,599.7547882318229,0.5203869076720251,0.3065256820926741,1760.0,57417.701119995756,66230
132500,16562,DR9,1,0.0005015578691389924,599.6128399370394,0.524322663064845,0.4628283895052342,2640.0,57040.580479995464,65795
132500,16562,Semantic,0,0.02583116036505867,589.8888553997419,0.41511285308580537,25.38911396102589,76080.0,29965.598688000002,36816
132500,16562,Semantic,1,0.02586673889490791,590.1031417258802,0.4142690257042506,25.45443976567616,76400.0,30014.410336,36920
150000,18750,DR8,0,0.0,600.0,0.5212592090489548,0.0,0.0,104433.2223679962,74573
150000,18750,DR8,1,0.0,600.0,0.5228684755446713,0.0,0.0,105175.44284799554,75103
150000,18750,DR9,0,0.00014717687985014717,599.8626031688004,0.5244407909674411,0.13581212152126168,880.0,64795.39455999397,74740
150000,18750,DR9,1,0.00010715960083048691,599.9212416162471,0.5252671955339278,0.09888491144110496,640.0,64721.704319994125,74655
150000,18750,Semantic,0,0.015737075686697855,594.1270594375947,0.41495515904639213,15.4691258018959,52480.0,33925.640448,41685
150000,18750,Semantic,1,0.01578418711436361,594.2938026015381,0.41416579965248235,15.52981054100799,52800.0,33999.126944,41814
