devices,nodes_simulated,protocol,seed,success_probability,mean_aoi_s,mean_semantic_distortion,energy_efficiency_bits_per_j,goodput_bits,total_tx_airtime_s,transmitted_packets
10000,1250,DR8,0,0.9304330392943063,238.69776425935635,0.5078765840503899,531.5180856512957,371280.0,6985.275008000001,4988
10000,1250,DR8,1,0.9196498054474708,235.740198450479,0.5172493697419097,525.3580681440201,378160.0,7198.138240000006,5140
10000,1250,DR9,0,0.8048971596474045,256.5252138712217,0.5050536097454649,742.7443153397683,328720.0,4425.749120000024,5105
10000,1250,DR9,1,0.8175837320574163,257.99303423910413,0.5001925344355349,754.4512513448743,328080.0,4348.591104000016,5016
10000,1250,Semantic,0,0.8769007965242578,320.3807955592603,0.41350111874925394,864.3173621473758,193760.0,2241.7691520000003,2762
10000,1250,Semantic,1,0.8803418803418803,311.4630766706587,0.4151975163152197,864.2155444184554,197760.0,2288.318016,2808
27500,3437,DR8,0,0.44646071865773745,356.01657510199914,0.5239524207842391,255.0446259727011,496000.0,19447.576992000202,13887
27500,3437,DR8,1,0.45138282387190687,358.7980940160409,0.533284731637176,257.85642201854483,496160.0,19241.71584000016,13740
27500,3437,DR9,0,0.389009714368566,379.55527570391206,0.5176761849504987,358.97101946013584,429280.0,11958.625536000185,13794
27500,3437,DR9,1,0.39044493070751274,380.6518721133117,0.5229644624615858,360.2954107370327,428240.0,11885.802240000157,13710
27500,3437,Semantic,0,0.6211546013876161,378.8058217589586,0.4138568168777193,611.4940866859378,379600.0,6207.746048,7639
27500,3437,Semantic,1,0.6218356484486564,375.59192123669425,0.41487641941008147,611.3691295889456,383200.0,6267.899072,7703
45000,5625,DR8,0,0.12438882160319382,513.9029972108406,0.5250706598499082,71.05821219020103,221840.0,31219.47388800078,22293
45000,5625,DR8,1,0.12808676556267648,510.53390172989657,0.528137663941879,73.17069531491988,228640.0,31247.482208000707,22313
45000,5625,DR9,0,0.13484968007713208,505.2867150135958,0.5098121021497254,124.43680798494859,246160.0,19781.92819200044,22818
45000,5625,DR9,1,0.14743532360576492,497.47075862002487,0.5189190215381878,136.05060867208152,263520.0,19369.262848000475,22342
45000,5625,Semantic,0,0.3916426050689766,447.0957079272906,0.41519835536639454,385.1409294627583,390640.0,10142.780736,12468
45000,5625,Semantic,1,0.3829855026286443,451.47642662049714,0.4147980829443403,376.9502510654881,384640.0,10203.99904,12554
62500,7812,DR8,0,0.024819958847736627,580.5013334472169,0.5235949607190292,14.178620551456973,61760.0,43558.53926400029,31104
62500,7812,DR8,1,0.02386389219438459,581.7773842990879,0.5328672037265928,13.632459037534247,59360.0,43543.13468800025,31093
62500,7812,DR9,0,0.04755530056734876,564.3075484430053,0.5224502033832185,43.8831579131734,119360.0,27199.501056000576,31374
62500,7812,DR9,1,0.046434760284962455,565.5157750740832,0.526213050258741,42.84914392160156,115760.0,27015.708928000742,31162
62500,7812,Semantic,0,0.2392068707130094,501.902648028946,0.4154130734992987,235.26257252087842,332000.0,14111.891936,17349
62500,7812,Semantic,1,0.22885032537960953,503.8537203651,0.4150913519420671,225.57233874773715,320720.0,14218.05536,17518
80000,10000,DR8,0,0.004378502802241793,596.4063283698686,0.5240605148275352,2.501258370222449,14000.0,55971.826687999885,39968
80000,10000,DR8,1,0.004002013591744274,596.9195920842199,0.5305205988672316,2.286185585851228,12720.0,55638.52767999975,39730
80000,10000,DR9,0,0.013866374042945856,588.6341795350348,0.520332498127261,12.795635282505616,44480.0,34761.85356800043,40097
80000,10000,DR9,1,0.014841976602060415,588.1059837907285,0.5246866864413593,13.695903405119783,47600.0,34754.91801600049,40089
80000,10000,Semantic,0,0.13633701284072988,542.0706261151212,0.41535705689894314,133.9975659098601,242080.0,18065.999808,22195
80000,10000,Semantic,1,0.13236409044284886,544.6117694184987,0.4145263867731932,130.35188817213407,237440.0,18215.3096,22423
97500,12187,DR8,0,0.0004136932464577516,599.7315596945404,0.5185001651178894,0.23632591827443092,1600.0,67703.11151999915,48345
