time,distortion,threshold,tx_decision
300.0,2.4507884359510292,0.9981155005818589,True
600.0,1.8197033793572768,1.1,True
900.0,0.3081224941788605,1.1,False
1200.0,1.9666320185035846,0.95,True
1500.0,1.4958140072632011,1.1,True
1800.0,1.1731415338914035,1.1,True
2100.0,0.5483888122042395,1.1,False
2400.0,2.5592041140787005,0.95,True
2700.0,0.3727756066240593,1.1,False
3000.0,1.5232416857510307,0.95,True
3300.0,0.3152368902874656,1.1,False
3600.0,1.4606042335627976,0.95,True
