devices,protocol,success_probability,success_probability_std,mean_aoi_s,mean_aoi_s_std,mean_semantic_distortion,mean_semantic_distortion_std,energy_efficiency_bits_per_j,energy_efficiency_bits_per_j_std,goodput_bits
10000,DR8,0.9274394179783236,0.001954998959430536,297.14197728849246,4.387537039707927,0.7701394398920217,0.01086384323504131,529.8079530529913,1.1168104102950631,1102693.3333333333
10000,DR9,0.8139895685489202,0.0012235033106491229,331.4649191075906,1.7190994641106934,0.7602861032888727,0.006853181784621819,751.1346232733999,1.1290263829267144,977813.3333333334
10000,Semantic,0.973737074157424,0.00538243856904552,773.0835796163179,5.357645431619515,0.8922100436254742,0.007349855454398411,863.7292969521228,4.519779926894685,277520.0
20000,DR8,0.6698028745158285,0.005536439506682481,391.7953190759658,1.9131502567807042,0.7677185702872125,0.008259916394448294,382.63080371308365,3.1627399325240866,1610213.3333333333
20000,DR9,0.5484821729031851,0.0030406488534994837,463.40629966775515,1.9197168033611836,0.7676531994020276,0.0030998697960912514,506.12927515795917,2.8058549142722957,1316640.0
20000,Semantic,0.9320690111315697,0.0041605238969109485,790.1151551127688,4.60973539793017,0.8960984303598748,0.0072624997915330105,827.2798783729145,3.7493207473693415,538906.6666666666
30000,DR8,0.39174434136835073,0.003181047983694157,609.6128264628275,6.4233933039673135,0.7712644661713401,0.0006837041802418657,223.78741252219348,1.817201736452066,1399626.6666666667
30000,DR9,0.33220718431994845,0.0034437532695272117,679.6835394969747,3.5483265497528125,0.769064617724569,0.002186475124015333,306.55468802593424,3.1778322655465634,1196906.6666666667
30000,Semantic,0.8805483649042983,0.0015569945337869755,820.1825734301145,4.365778486185094,0.8956719673437715,0.0002007356027979499,781.5474097236105,1.8721797230540695,765920.0
40000,DR8,0.18583997954942907,0.0025835790592495457,972.5108007326625,5.047595579027709,0.7670102891986569,0.0030699972114357496,106.1627285317682,1.475892340132821,890133.3333333334
40000,DR9,0.1926918671272874,0.0007656315192466568,955.3529266897971,2.1262275735292095,0.7694542139601417,0.0038007575410909356,177.81251580474608,0.7065107035718543,921173.3333333334
40000,Semantic,0.8259242045565259,0.0013409792593896297,863.403462223941,5.979156359544981,0.8904223978494464,0.003594785182531688,732.922270449295,1.3607673362273414,944746.6666666666
50000,DR8,0.07882864723214957,0.0024148176262198343,1343.0655203576553,11.377856001712887,0.7680283320326405,0.00739003098911198,45.03156046897531,1.3794858820348699,470933.3333333333
50000,DR9,0.10572356530707146,0.0009124727127090672,1231.9654110533513,4.362273829598885,0.7687848775444107,0.0032919468204463185,97.55976423581859,0.8420130598600565,631893.3333333334
50000,Semantic,0.7547835249288483,0.0024306532708734457,912.7000357408215,0.8880624365814069,0.8888195852176577,0.0025441719095245538,671.106217523747,2.263357890109818,1082106.6666666667
60000,DR8,0.030364424138507016,0.0007991603907481866,1601.3526414096461,6.9044445154677305,0.7662926525040543,0.0030797315035951955,17.34594528397707,0.45652742656364176,218160.0
60000,DR9,0.05607292435147051,0.0009086628713604242,1457.8133473333912,5.623474308707473,0.7713337462903049,0.0007814449189908805,51.74306469757753,0.8384974082390546,401920.0
60000,Semantic,0.6921824219424266,0.0017254069881737718,957.112330693781,5.502143550290526,0.8936052720850479,0.0033487643940730365,615.1631007572391,1.6505206705101347,1198773.3333333333
70000,DR8,0.011195839577434726,0.0002791704327729878,1722.5816184794555,1.333948773485122,0.7679656744697386,0.0033261687513330574,6.39572217251727,0.1594785736655494,93626.66666666667
70000,DR9,0.029082223748582357,0.0009037917184816913,1608.0430463663918,4.101308407247244,0.767782214370993,0.0015807270395230525,26.83654192066155,0.834002397831256,243733.33333333334
70000,Semantic,0.6325576383019325,0.005953587937779712,1008.8477648402522,3.6201734885627883,0.8922625719006222,0.0031467121007161323,561.714675858835,5.61104397071651,1271760.0
80000,DR8,0.0037889050352653206,0.00016487660510506146,1773.2403434301607,1.3014439022291917,0.7658033877883588,0.003105000243526069,2.1644454420774246,0.09418721585875708,36293.333333333336
80000,DR9,0.01460494517301473,0.00011574924101818975,1700.1461082284325,0.36226295685186566,0.7677605433337811,0.003342753618479463,13.477175155963716,0.10681127363999089,139573.33333333334
80000,Semantic,0.5712398759392622,0.004697743746714496,1062.5378561894286,4.053108479269863,0.8934459183059292,0.0008178306306350166,507.25065726169686,4.365818498548138,1312080.0
90000,DR8,0.0012675941477884626,7.621327054733597e-05,1791.0305386928496,0.5349165478329004,0.7653710019509982,0.0035525096780027617,0.7241243446452926,0.043537503454593146,13653.333333333334
90000,DR9,0.007436018583652418,0.00022226394536321585,1747.798865724587,1.7640693385378674,0.7670967061282757,0.0010388301701478506,6.86182137130189,0.20510108644915884,80080.0
90000,Semantic,0.5118526795579909,0.003699898083535325,1120.1561696076521,3.0214511397513846,0.8923106891639087,0.0013369365538130715,454.4852644817729,3.5019389117400808,1322000.0
100000,DR8,0.0003886901372603805,1.8515870537548848e-05,1797.190640490012,0.17532497026200355,0.7655497294584084,0.002442124692564879,0.22204267146926915,0.010577354464701804,4640.0
100000,DR9,0.00391463398295945,0.0003585134843503675,1771.8875706336905,1.9879339201164055,0.7668815767278702,0.001077697990460134,3.6123523392140275,0.3308296585249983,46826.666666666664
100000,Semantic,0.45904911304152324,0.0012870263701418414,1172.5855493117003,1.216109071877331,0.8896895633074342,0.0006983849992436527,407.8011983036522,1.005142649785592,1316133.3333333333
110000,DR8,0.00012186033991449622,1.2074035106282124e-05,1799.125245560929,0.19554518751347139,0.7676479086603939,0.0018462090923977304,0.0696137947092848,0.006897399119279809,1600.0
110000,DR9,0.0019005661508820972,5.408325632541124e-05,1786.9264868434511,0.42709219530479947,0.767015133913803,0.0012641185508839713,1.7538075362488226,0.04990703558744552,24986.666666666668
110000,Semantic,0.40964741570015845,0.0023364111274046077,1225.7754110892567,1.616971368067804,0.8912756681011617,0.0016683460470421092,364.0870258993864,1.9605304579986642,1292986.6666666667
120000,DR8,5.011518719421208e-05,1.4690467866010054e-05,1799.6542903346274,0.08212165109791751,0.7667242009624377,0.0008111170202071328,0.028628742998773205,0.00839205942577646,720.0
