devices,nodes_simulated,protocol,seed,success_probability,mean_aoi_s,mean_semantic_distortion,energy_efficiency_bits_per_j,goodput_bits,total_tx_airtime_s,transmitted_packets
10000,1250,DR8,0,0.9304330392943063,238.69776425935635,0.8636917733291706,531.5180856512957,371280.0,6985.275008000001,4988
10000,1250,DR8,1,0.9196498054474708,235.740198450479,0.8762587551908942,525.3580681440201,378160.0,7198.138240000006,5140
10000,1250,DR9,0,0.8048971596474045,256.5252138712217,0.8557341724125722,742.7443153397683,328720.0,4425.749120000024,5105
10000,1250,DR9,1,0.8175837320574163,257.99303423910413,0.8420075137225823,754.4512513448743,328080.0,4348.591104000016,5016
10000,1250,Semantic,0,0.9879227053140096,429.23918965190427,0.985955655569008,869.36532590175,98160.0,1129.0995520000001,1242
10000,1250,Semantic,1,0.9660194174757282,436.33296616512297,0.9680532809231337,848.3889208080811,95520.0,1125.8987200000001,1236
27500,3437,DR8,0,0.44646071865773745,356.01657510199914,0.8813883907932192,255.0446259727011,496000.0,19447.576992000202,13887
27500,3437,DR8,1,0.45138282387190687,358.7980940160409,0.9019569979925622,257.85642201854483,496160.0,19241.71584000016,13740
27500,3437,DR9,0,0.389009714368566,379.55527570391206,0.8759920190995347,358.97101946013584,429280.0,11958.625536000185,13794
27500,3437,DR9,1,0.39044493070751274,380.6518721133117,0.8884948572366308,360.2954107370327,428240.0,11885.802240000157,13710
27500,3437,Semantic,0,0.8837006960556845,441.45941364640385,0.9760609339002442,778.1356219853819,243760.0,3132.6158720000003,3448
27500,3437,Semantic,1,0.8712336554860717,442.32926173709865,0.9884135344173994,766.0173681854557,245200.0,3200.9718080000002,3518
45000,5625,DR8,0,0.12438882160319382,513.9029972108406,0.8878072127982889,71.05821219020103,221840.0,31219.47388800078,22293
45000,5625,DR8,1,0.12808676556267648,510.53390172989657,0.8903017793975356,73.17069531491988,228640.0,31247.482208000707,22313
45000,5625,DR9,0,0.13484968007713208,505.2867150135958,0.8650261950879601,124.43680798494859,246160.0,19781.92819200044,22818
45000,5625,DR9,1,0.14743532360576492,497.47075862002487,0.8840493605382145,136.05060867208152,263520.0,19369.262848000475,22342
45000,5625,Semantic,0,0.7794663368086234,458.58454613062906,0.9757513766950866,688.5292525032354,352880.0,5125.127200000001,5659
45000,5625,Semantic,1,0.7819854892939303,456.9136707784652,0.9855425149403436,687.6214043126841,353520.0,5141.201216,5651
62500,7812,DR8,0,0.024819958847736627,580.5013334472169,0.8833177617354063,14.178620551456973,61760.0,43558.53926400029,31104
62500,7812,DR8,1,0.02386389219438459,581.7773842990879,0.9049665134647318,13.632459037534247,59360.0,43543.13468800025,31093
62500,7812,DR9,0,0.04755530056734876,564.3075484430053,0.8735959313937499,43.8831579131734,119360.0,27199.501056000576,31374
62500,7812,DR9,1,0.046434760284962455,565.5157750740832,0.8901813594868112,42.84914392160156,115760.0,27015.708928000742,31162
