devices,nodes_simulated,protocol,seed,success_probability,mean_aoi_s,mean_semantic_distortion,energy_efficiency_bits_per_j,goodput_bits,total_tx_airtime_s,transmitted_packets
62500,7812,Semantic,0,0.6568677792041079,479.8189716353128,0.970869811082991,579.1225472881231,409360.0,7068.6248000000005,7790
62500,7812,Semantic,1,0.6546244568590938,475.5009334657123,0.9836587559501809,576.0972406168006,421840.0,7322.374944,8055
80000,10000,DR8,0,0.004378502802241793,596.4063283698687,0.8864240505979606,2.501258370222449,14000.0,55971.826687999885,39968
80000,10000,DR8,1,0.004002013591744274,596.9195920842199,0.8944527210825837,2.286185585851228,12720.0,55638.52767999975,39730
80000,10000,DR9,0,0.013866374042945856,588.6341795350348,0.8785317678717633,12.795635282505616,44480.0,34761.85356800043,40097
80000,10000,DR9,1,0.014841976602060415,588.1059837907285,0.8828287924326415,13.695903405119783,47600.0,34754.91801600049,40089
80000,10000,Semantic,0,0.5554340260515064,493.3553569109181,0.980448912085428,489.10458336805476,446880.0,9136.696224000001,10057
80000,10000,Semantic,1,0.5356576862123613,497.12607883618847,0.9841691347901722,471.13936503836874,432640.0,9182.845504,10096
97500,12187,DR8,0,0.0004136932464577516,599.7315596945404,0.8759977943712591,0.23632591827443092,1600.0,67703.11151999915,48345
97500,12187,DR8,1,0.0005604566683964712,599.5661718061862,0.895467494549888,0.3201658183833817,2160.0,67465.04079999926,48175
97500,12187,DR9,0,0.004481551967585487,596.4962873993935,0.8700619347619059,4.135493842818533,17520.0,42364.95244799904,48867
97500,12187,DR9,1,0.004325631931773919,596.3416760801289,0.8894872676092114,3.991613697562058,16880.0,42288.66137599871,48779
97500,12187,Semantic,0,0.4432762836185819,513.6211573706744,0.979262490700549,391.5320161020539,435120.0,11113.267424000001,12270
97500,12187,Semantic,1,0.4429108134596537,514.0428599275511,0.9800849969300154,389.2076104245147,433840.0,11146.750176000001,12244
115000,14375,DR8,0,7.00562201166436e-05,599.9452762443333,0.8835122050623986,0.0400202340542497,320.0,79959.55235199821,57097
115000,14375,DR8,1,0.0001225361481637083,599.9232327331802,0.8874081835292967,0.06999985613629733,560.0,80000.1644159981,57126
115000,14375,DR9,0,0.0013126575189022682,598.8982623707346,0.8869467026068656,1.2112962488025407,6000.0,49533.71238399739,57136
115000,14375,DR9,1,0.0014716187806587246,598.7818923080087,0.8827414120197422,1.3579827815026646,6720.0,49485.16351999721,57080
115000,14375,Semantic,0,0.36287857738260626,528.7988723707318,0.9796703692299455,319.2638684582014,417920.0,13090.112640000001,14396
115000,14375,Semantic,1,0.3531153184165232,529.4935405260786,0.9948352035854733,310.0585811105619,410320.0,13233.628256000002,14525
132500,16562,DR8,0,0.0,600.0,0.8764882211659191,0.0,0.0,92438.6593279967,66008
132500,16562,DR8,1,1.5201264745226803e-05,599.993486498168,0.8859897751106202,0.008683856651296378,80.0,92124.96614399677,65784
132500,16562,DR9,0,0.0003321757511701646,599.7547882318229,0.8820339691845998,0.3065256820926741,1760.0,57417.701119995756,66230
132500,16562,DR9,1,0.0005015578691389924,599.6128399370394,0.8868310349807275,0.4628283895052342,2640.0,57040.580479995464,65795
132500,16562,Semantic,0,0.2827689541504345,543.293006903927,0.9838856915801574,249.36729418062862,377440.0,15135.906304000002,16685
132500,16562,Semantic,1,0.28522274538210796,542.6549643135285,0.9796136861611338,251.07243691780843,378000.0,15055.416064000001,16566
150000,18750,DR8,0,0.0,600.0,0.8791048473504537,0.0,0.0,104433.2223679962,74573
150000,18750,DR8,1,0.0,600.0,0.8852471922476224,0.0,0.0,105175.44284799554,75103
150000,18750,DR9,0,0.00014717687985014717,599.8626031688003,0.8843230645539293,0.13581212152126168,880.0,64795.39455999397,74740
150000,18750,DR9,1,0.00010715960083048691,599.9212416162471,0.8884279518078334,0.09888491144110496,640.0,64721.704319994125,74655
150000,18750,Semantic,0,0.22136669874879691,555.1685501561482,0.973286457981272,195.09240548958587,331200.0,16976.570624,18702
150000,18750,Semantic,1,0.21968328196407694,555.4999488275403,0.9849916592348775,193.1833580113001,330720.0,17119.487072,18818
